0,15.3122415
0.01,207.7321795
0.02,144.0454187
0.03,277.7668092
0.04,322.3000149
0.05,402.3456032
0.06,459.2638449
0.07,563.5168696
0.08,644.4555769
0.09,559.4486243
0.1,462.8214464
0.11,390.0849826
0.12,267.2425797
0.13,189.2837106
0.14,61.61265951
0.15,-23.00290813
0.16,0.794450885
0.17,57.54237009
0.18,-23.96172361
0.19,-52.17832683
0.2,-54.68520602
0.21,-55.78156986
0.22,-28.41080541
0.23,-26.03070325
0.24,-8.867418652
0.25,19.64521771
0.26,-0.110663142
0.27,8.292829907
0.28,-15.62501564
0.29,17.31310902
0.3,-21.56386585
0.31,-2.25183054
0.32,-2.27361083
0.33,-45.48088365
0.34,92.26595073
0.35,52.27707796
0.36,-13.18031193
0.37,-11.55764322
0.38,-2.045781339
0.39,-32.14520247
0.4,3.34904308
0.41,-52.96917799
0.42,-26.27446585
0.43,-0.793744118
0.44,28.40804672
0.45,-2.320947329
0.46,16.35917652
0.47,-7.8441944
0.48,-0.376703675
0.49,2.052154505
0.5,-23.19972204
0.51,-27.40588477
0.52,28.4120984
0.53,-1.578645488
0.54,-31.03299647
0.55,-4.013652605
0.56,-26.86637795
0.57,-15.23909369
0.58,7.793055726
0.59,26.86149334
0.6,51.60531731
0.61,-9.875000759
0.62,22.68398883
0.63,-115.1920557
0.64,9.243638793
0.65,6.807736188
0.66,-5.224917488
0.67,-1.747916898
0.68,-33.82483979
0.69,21.50244794
0.7,1.66629249
0.71,-113.4395938
0.72,-145.262905
0.73,-227.5062838
0.74,-326.8697553
0.75,-415.5599301
0.76,-246.6978451
0.77,-270.9650034
0.78,-131.951209
0.79,-57.95336652
0.8,8.281405475
0.81,-0.3505065
0.82,-81.45002804
0.83,30.28608222
0.84,12.78686523
0.85,-55.17685705
0.86,22.95021602
0.87,70.84788321
0.88,1.578089208
0.89,18.22872703
0.9,-9.972099902
0.91,-19.90831842
0.92,0.078671873
0.93,4.184348858
0.94,-29.75811612
0.95,-23.25811816
0.96,-14.4291705
0.97,46.92302034
0.98,18.16399393
0.99,21.98486922
1,33.82879451
1.01,-69.02600778
1.02,15.75447361
1.03,-6.997441726
1.04,-2.002871278
