0,495.3606425
0.01,496.0658659
0.02,493.6803341
0.03,494.5735282
0.04,494.1660311
0.05,494.0579833
0.06,508.2682234
0.07,525.3341958
0.08,507.4180189
0.09,526.5223605
0.1,485.1316428
0.11,481.3760607
0.12,486.449712
0.13,492.9672116
0.14,487.1317656
0.15,508.5762424
0.16,507.9041691
0.17,517.4670508
0.18,525.0937222
0.19,526.7548406
0.2,514.2090987
0.21,516.5418745
0.22,517.9634395
0.23,519.7445653
0.24,521.3243124
0.25,518.6891551
0.26,521.7202098
0.27,523.1459432
0.28,527.0337218
0.29,523.9363334
0.3,521.3922826
0.31,528.7373625
0.32,529.927108
0.33,527.4801314
0.34,528.3146642
0.35,542.8546991
0.36,544.0045033
0.37,545.8041728
0.38,547.8376765
0.39,548.4172433
0.4,551.8329105
0.41,559.4674962
0.42,560.1572756
0.43,562.0951451
0.44,563.6816216
0.45,564.0289861
0.46,564.6780216
0.47,566.5440066
0.48,568.4995235
0.49,570.5141395
0.5,548.779688
0.51,554.928345
0.52,566.7794539
0.53,567.450119
0.54,570.3503723
0.55,584.7748961
0.56,591.6047083
0.57,594.3907084
0.58,599.2350692
0.59,609.3501075
0.6,606.9172393
0.61,614.9070298
0.62,620.1812849
0.63,625.7626754
0.64,632.0597218
0.65,646.45289
0.66,652.9574264
0.67,674.5897006
0.68,669.6099889
0.69,683.8946091
0.7,670.7653988
0.71,659.6829005
0.72,649.3482967
0.73,642.9098751
0.74,634.4533968
0.75,613.2748079
0.76,600.6394459
0.77,588.6250477
0.78,581.8088177
0.79,572.0148627
0.8,574.6522011
0.81,570.1224003
0.82,543.0142683
0.83,538.4483873
0.84,526.525645
0.85,559.0140594
0.86,539.8510931
0.87,543.0666258
0.88,528.5352191
0.89,505.153235
0.9,491.8545193
0.91,486.8714834
0.92,490.86707
0.93,491.0105676
0.94,487.0822584
0.95,478.5633281
0.96,483.19283
0.97,478.295226
0.98,487.9707308
0.99,477.6024675
1,457.6043958
1.01,447.7482603
1.02,453.7779586
1.03,455.7632828
1.04,455.3621028
1.05,455.2769293
1.06,449.0427319
1.07,451.9061728
1.08,447.0657275
1.09,449.6681865
1.1,446.9936695
1.11,445.8585396
1.12,447.6600562
1.13,447.4679521
1.14,448.641773
1.15,444.4786937
1.16,447.232324
1.17,443.2506835
1.18,442.5066675
1.19,440.9487538
1.2,444.7377984
1.21,447.7067409
1.22,444.9917856
1.23,444.2351789
1.24,445.6767077
1.25,465.9948881
1.26,464.7052957
1.27,459.3362375
1.28,469.9418065
1.29,457.7808927
1.3,448.0622896
1.31,447.7076644
1.32,447.5877326
1.33,447.4101944
1.34,448.7376027
1.35,447.8805843
1.36,464.0135268
1.37,456.4387301
1.38,457.5079758
1.39,466.8925971
1.4,455.8370092
1.41,453.9152021
1.42,452.3309774
1.43,455.4860295
1.44,452.8418395
1.45,450.098777
1.46,450.0826323
1.47,449.1488373
1.48,449.2740744
1.49,451.5549699
1.5,454.3667844
1.51,452.1554115
1.52,456.938966
1.53,453.9233012
1.54,452.499655
1.55,451.3142016
1.56,454.7500169
1.57,456.0846004
1.58,451.4635436
1.59,455.8713337
1.6,454.5713478
1.61,456.5155529
1.62,458.5171299
1.63,457.0895308
1.64,456.7933589
1.65,443.5853899
1.66,446.6354111
1.67,447.3160295
1.68,447.417121
1.69,436.8277057
1.7,471.7534464
1.71,498.8804791
1.72,462.5382347
1.73,469.9894326
1.74,481.7890827
1.75,460.9139431
1.76,465.1020217
1.77,469.4494629
1.78,469.2509756
1.79,464.0825664
1.8,451.188386
1.81,449.9089764
1.82,456.5314763
1.83,453.429395
1.84,458.286878
1.85,448.29987
1.86,444.6042485
1.87,451.2847263
1.88,446.4957228
1.89,442.7309195
1.9,456.3163194
1.91,457.8706588
1.92,459.7691033
1.93,459.7949896
1.94,463.319943
1.95,471.2189038
1.96,471.7168503
1.97,476.9955071
1.98,480.8624859
1.99,477.6107595
2,427.5612304
2.01,432.6147911
2.02,432.0332592
2.03,432.420117
2.04,436.7768582
2.05,430.6509186
2.06,423.5053234
2.07,434.4704564
2.08,430.8969656
2.09,447.3066896
2.1,442.4438425
2.11,445.6986484
2.12,435.6046421
